time_stamp,humidity,temperature,voc,pm2.5_alt,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_atm,pm2.5_atm_a_b_diff,pm2.5_epa_a,pm2.5_epa_b,pm2.5_epa,pm2.5_epa_a_b_diff,dewpoint,dewpoint_temp_delta,pm2.5_atm_epa_diff,PRECTOTCORR (mm/hour),T2MDEW (F),PS (kPa),WS2M (m/s),pm2.5_atm_diff_LOC29_245121.csv,pm2.5_atm_a_b_diff_LOC29_245121.csv,pm2.5_atm_a_b_max_diff_LOC29_245121.csv,pm2.5_epa_diff_LOC29_245121.csv,pm2.5_epa_a_b_diff_LOC29_245121.csv,pm2.5_epa_a_b_max_diff_LOC29_245121.csv,pm2.5_atm_LOC29_245121.csv,pm2.5_epa_LOC29_245121.csv,pm2.5_atm_diff_perc_LOC29_245121.csv,pm2.5_epa_diff_perc_LOC29_245121.csv,humidity_LOC29_245121.csv,humidity_diff_LOC29_245121.csv,temperature_LOC29_245121.csv,dewpoint_LOC29_245121.csv,voc_LOC29_245121.csv,pm2.5_atm_epa_diff_LOC29_245121.csv,pm2.5_atm_diff_LOC26_245117.csv,pm2.5_atm_a_b_diff_LOC26_245117.csv,pm2.5_atm_a_b_max_diff_LOC26_245117.csv,pm2.5_epa_diff_LOC26_245117.csv,pm2.5_epa_a_b_diff_LOC26_245117.csv,pm2.5_epa_a_b_max_diff_LOC26_245117.csv,pm2.5_atm_LOC26_245117.csv,pm2.5_epa_LOC26_245117.csv,pm2.5_atm_diff_perc_LOC26_245117.csv,pm2.5_epa_diff_perc_LOC26_245117.csv,humidity_LOC26_245117.csv,humidity_diff_LOC26_245117.csv,temperature_LOC26_245117.csv,dewpoint_LOC26_245117.csv,voc_LOC26_245117.csv,pm2.5_atm_epa_diff_LOC26_245117.csv,pm2.5_atm_diff_LOC28_234891.csv,pm2.5_atm_a_b_diff_LOC28_234891.csv,pm2.5_atm_a_b_max_diff_LOC28_234891.csv,pm2.5_epa_diff_LOC28_234891.csv,pm2.5_epa_a_b_diff_LOC28_234891.csv,pm2.5_epa_a_b_max_diff_LOC28_234891.csv,pm2.5_atm_LOC28_234891.csv,pm2.5_epa_LOC28_234891.csv,pm2.5_atm_diff_perc_LOC28_234891.csv,pm2.5_epa_diff_perc_LOC28_234891.csv,humidity_LOC28_234891.csv,humidity_diff_LOC28_234891.csv,temperature_LOC28_234891.csv,dewpoint_LOC28_234891.csv,voc_LOC28_234891.csv,pm2.5_atm_epa_diff_LOC28_234891.csv,pm2.5_atm_diff_LOC30_245119.csv,pm2.5_atm_a_b_diff_LOC30_245119.csv,pm2.5_atm_a_b_max_diff_LOC30_245119.csv,pm2.5_epa_diff_LOC30_245119.csv,pm2.5_epa_a_b_diff_LOC30_245119.csv,pm2.5_epa_a_b_max_diff_LOC30_245119.csv,pm2.5_atm_LOC30_245119.csv,pm2.5_epa_LOC30_245119.csv,pm2.5_atm_diff_perc_LOC30_245119.csv,pm2.5_epa_diff_perc_LOC30_245119.csv,humidity_LOC30_245119.csv,humidity_diff_LOC30_245119.csv,temperature_LOC30_245119.csv,dewpoint_LOC30_245119.csv,voc_LOC30_245119.csv,pm2.5_atm_epa_diff_LOC30_245119.csv,pm2.5_atm_diff_LOCZ31_243283.csv,pm2.5_atm_a_b_diff_LOCZ31_243283.csv,pm2.5_atm_a_b_max_diff_LOCZ31_243283.csv,pm2.5_epa_diff_LOCZ31_243283.csv,pm2.5_epa_a_b_diff_LOCZ31_243283.csv,pm2.5_epa_a_b_max_diff_LOCZ31_243283.csv,pm2.5_atm_LOCZ31_243283.csv,pm2.5_epa_LOCZ31_243283.csv,pm2.5_atm_diff_perc_LOCZ31_243283.csv,pm2.5_epa_diff_perc_LOCZ31_243283.csv,humidity_LOCZ31_243283.csv,humidity_diff_LOCZ31_243283.csv,temperature_LOCZ31_243283.csv,dewpoint_LOCZ31_243283.csv,voc_LOCZ31_243283.csv,pm2.5_atm_epa_diff_LOCZ31_243283.csv,pm2.5_atm_diff_LOCZ27_243243.csv,pm2.5_atm_a_b_diff_LOCZ27_243243.csv,pm2.5_atm_a_b_max_diff_LOCZ27_243243.csv,pm2.5_epa_diff_LOCZ27_243243.csv,pm2.5_epa_a_b_diff_LOCZ27_243243.csv,pm2.5_epa_a_b_max_diff_LOCZ27_243243.csv,pm2.5_atm_LOCZ27_243243.csv,pm2.5_epa_LOCZ27_243243.csv,pm2.5_atm_diff_perc_LOCZ27_243243.csv,pm2.5_epa_diff_perc_LOCZ27_243243.csv,humidity_LOCZ27_243243.csv,humidity_diff_LOCZ27_243243.csv,temperature_LOCZ27_243243.csv,dewpoint_LOCZ27_243243.csv,voc_LOCZ27_243243.csv,pm2.5_atm_epa_diff_LOCZ27_243243.csv
2025-01-14 00:00:00+00:00,31.4,35.6,110.056,3.4,5.88,6.038,5.959,5.959,0.01325725792918278,6.12444,6.207232,6.1658360000000005,0.006713769227725195,8.189342644171195,27.410657355828807,-0.2068360000000009,0.17,15.17,97.92,0.88,-0.9980000000000011,0.03579128934885728,0.03579128934885728,-0.2298720000000003,0.02040055612294992,0.02040055612294992,6.957000000000001,6.395708000000001,-0.1674777647256253,-0.037281562467765976,34.8,-3.3999999999999986,32.4,7.636507867854075,112.022,0.5612919999999999,-1.4590000000000005,0.0008088433540038053,0.01325725792918278,-0.7989959999999998,0.0004514107447243255,0.006713769227725195,7.418,6.964832,-0.24483973821110935,-0.129584374284363,31.0,0.3999999999999986,33.6,6.147787469616343,91.904,0.4531679999999998,-0.8879999999999999,0.016795676938805282,0.016795676938805282,-0.4135919999999995,0.009158850890989237,0.009158850890989237,6.8469999999999995,6.579428,-0.14901829165967442,-0.06707800856201811,32.0,-0.6000000000000014,33.6,6.846624215827507,85.296,0.2675719999999995,-0.9250000000000007,0.05055200464846024,0.05055200464846024,-0.26057999999999915,0.028375380616505352,0.028375380616505352,6.884,6.426416,-0.15522738714549433,-0.04226190900958104,34.0,-2.6000000000000014,33.8,8.36519110153932,111.724,0.45758400000000066,-0.6959999999999997,0.056649135987979,0.056649135987979,-0.4336639999999994,0.0299337828623381,0.0299337828623381,6.654999999999999,6.5995,-0.11679812049001506,-0.07033336598638033,30.6,0.7999999999999972,37.4,9.195831471763771,116.976,0.05549999999999944,-0.5549999999999997,0.011667178385016899,0.01325725792918278,-0.6700999999999997,0.005825683564035687,0.006713769227725195,6.513999999999999,6.835936,-0.09313643228729648,-0.10867950428782076,27.0,4.399999999999999,37.2,6.250244857752229,100.044,-0.3219360000000009
2025-01-14 00:10:00+00:00,30.6,36.2,131.996,3.4,5.796,6.378,6.087,6.087,0.04780680137999013,6.1493839999999995,6.454352,6.301868,0.024196635029486543,8.143626285075587,28.056373714924415,-0.21486800000000006,0.17,15.17,97.92,0.88,-1.0549999999999997,0.024642957154858546,0.04780680137999013,-0.22526000000000046,0.014129338355245961,0.024196635029486543,7.1419999999999995,6.527128,-0.1733201905700673,-0.035744956892146976,34.4,-3.799999999999997,33.4,8.26965790881561,110.978,0.6148719999999992,-1.9030000000000005,0.03053817271589484,0.04780680137999013,-1.014412000000001,0.017475547682702132,0.024196635029486543,7.99,7.316280000000001,-0.3126334811894202,-0.16097004888074473,30.4,0.20000000000000284,34.4,6.420302273067758,91.518,0.6737199999999994,-0.9100000000000001,0.07188795197941977,0.07188795197941977,-0.47684000000000015,0.038882335689927924,0.038882335689927924,6.997,6.778708,-0.14949893215048468,-0.07566645318499216,30.6,0.0,35.2,7.266511146655148,85.31,0.21829199999999993,-0.7880000000000003,0.02952727272727277,0.04780680137999013,-0.20603200000000133,0.01634505754544475,0.024196635029486543,6.875,6.507900000000001,-0.12945621816987027,-0.03269379809288315,33.0,-2.3999999999999986,34.4,8.23395354380797,112.42,0.36709999999999887,-0.7919999999999998,0.0838784707079518,0.0838784707079518,-0.501208000000001,0.04444283732829088,0.04444283732829088,6.879,6.803076000000001,-0.13011335633316903,-0.0795332431590127,29.6,1.0,38.6,9.50428152263164,116.564,0.07592399999999877,-0.6959999999999997,0.03700427539436826,0.04780680137999013,-0.6922639999999998,0.018804906741822967,0.024196635029486543,6.7829999999999995,6.994132,-0.11434204041399701,-0.10985060302754672,26.8,3.8000000000000007,38.0,6.778259007004056,99.63,-0.2111320000000001
2025-01-14 00:20:00+00:00,29.2,35.0,125.938,3.0,4.982,5.244,5.113,5.1129999999999995,0.02562096616467823,5.843528000000001,5.980816000000001,5.912172000000001,0.011610622965637658,6.059839559420052,28.940160440579948,-0.7991720000000013,0.17,15.17,97.92,0.88,-1.0070000000000006,0.05000000000000001,0.05000000000000001,-0.21734800000000032,0.026159307743510062,0.026159307743510062,6.12,6.129520000000001,-0.19694895364756515,-0.036762800540985664,32.8,-3.599999999999998,32.2,6.153696836002169,112.08,-0.009520000000001083,-1.1530000000000005,0.017555059048835035,0.02562096616467823,-0.6386519999999996,0.0087988930858164,0.011610622965637658,6.266,6.550824,-0.22550361822804627,-0.10802324424932148,28.8,0.3999999999999986,33.4,4.362153884464583,93.27,-0.2848240000000004,-0.6030000000000006,0.007347795661301577,0.02562096616467823,-0.33321199999999873,0.003523882598732124,0.011610622965637658,5.716,6.245384,-0.11793467631527493,-0.056360335930686505,29.0,0.1999999999999993,33.6,4.687496845779005,87.256,-0.5293839999999994,-0.5340000000000007,0.015406410483442568,0.02562096616467823,-0.03845599999999916,0.00766104014567881,0.011610622965637658,5.647,5.950628,-0.1044396636025818,-0.006504546890719545,32.0,-2.8000000000000007,33.2,6.493864878296279,113.188,-0.3036279999999998,-0.5630000000000006,0.05461592670894997,0.05461592670894997,-0.3812119999999988,0.02581123287566755,0.02581123287566755,5.676,6.293384,-0.11011148053980063,-0.06447917956378785,28.2,1.0,37.4,7.382308590750917,117.85,-0.6173839999999995,-0.3540000000000001,0.009694530821291373,0.02562096616467823,-0.5130559999999997,0.004322336888278537,0.011610622965637658,5.467,6.425228000000001,-0.06923528261294741,-0.08677961331300911,25.4,3.8000000000000007,37.6,5.255343493371775,100.758,-0.958228000000001
2025-01-14 00:30:00+00:00,29.0,34.8,121.562,2.9,5.116,4.548,4.832,4.832,0.05877483443708605,5.9309840000000005,5.633352,5.782168,0.025737059179186776,5.734473871760894,29.065526128239103,-0.9501680000000006,0.17,15.17,97.92,0.88,-0.6960000000000006,0.034008683068017395,0.05877483443708605,-0.08886399999999917,0.016779332832796676,0.025737059179186776,5.5280000000000005,5.871032,-0.14403973509933787,-0.015368629897989674,32.2,-3.200000000000003,31.8,5.395264647287085,113.67,-0.3430319999999991,-1.1220000000000008,0.039637218676520015,0.05877483443708605,-0.6741279999999996,0.019154016482515704,0.025737059179186776,5.954000000000001,6.456296,-0.23220198675496706,-0.1165874115037819,28.0,1.0,33.2,3.575504163514548,95.028,-0.5022959999999994,-0.9330000000000007,0.005724197745012995,0.05877483443708605,-0.4888919999999999,0.002757428568694904,0.025737059179186776,5.765000000000001,6.27106,-0.193087748344371,-0.08455167681049736,29.0,0.0,33.0,4.163867003246381,89.086,-0.5060599999999997,-1.3090000000000002,0.027845627747923835,0.05877483443708605,-0.46179599999999965,0.014350499138047493,0.025737059179186776,6.141,6.243964,-0.2709023178807947,-0.07986554524185385,31.6,-2.6000000000000014,32.8,5.864852185092992,115.146,-0.10296400000000006,-0.42100000000000026,0.003616980772891705,0.05877483443708605,-0.3412839999999999,0.0016258803041160929,0.025737059179186776,5.253,6.123452,-0.08712748344370867,-0.059023535808713945,27.6,1.3999999999999986,37.4,6.907434780206938,120.04,-0.8704520000000002,-0.2709999999999999,0.08837938467568099,0.08837938467568099,-0.48680399999999935,0.03769740876175555,0.03769740876175555,5.103,6.268972,-0.056084437086092696,-0.08419056658332986,25.0,4.0,36.6,4.050324764340143,102.796,-1.165972
2025-01-14 00:40:00+00:00,29.0,34.2,119.406,3.0,5.348,5.052,5.199999999999999,5.199999999999999,0.02846153846153849,6.052552,5.897448,5.975,0.012979414225941472,5.2110324601396805,28.988967539860322,-0.7750000000000004,0.17,15.17,97.92,0.88,-0.8920000000000012,0.01543007222586997,0.02846153846153849,-0.17432800000000093,0.008009980927997293,0.012979414225941472,6.0920000000000005,6.149328000000001,-0.1715384615384618,-0.02917623430962359,32.4,-3.3999999999999986,31.0,4.824031082860909,112.648,-0.057328000000000046,-1.5260000000000007,0.026761819803746614,0.02846153846153849,-0.8168640000000007,0.013887203866272901,0.013887203866272901,6.726,6.791864,-0.2934615384615386,-0.13671364016736415,28.8,0.1999999999999993,32.2,3.31550655202658,93.454,-0.06586400000000037,-0.9900000000000002,0.02584814216478186,0.02846153846153849,-0.5187600000000003,0.01291085596018337,0.012979414225941472,6.1899999999999995,6.49376,-0.19038461538461546,-0.0868217573221758,29.0,0.0,32.6,3.8147280800101235,88.386,-0.3037600000000005,-1.1850000000000005,0.06155050900548157,0.06155050900548157,-0.39681999999999995,0.032319180391159864,0.032319180391159864,6.385,6.37182,-0.22788461538461552,-0.06641338912133891,31.6,-2.6000000000000014,31.8,4.983866821395754,114.156,0.013180000000000192,-1.176000000000001,0.027917189460476777,0.02846153846153849,-0.7024240000000006,0.01396826081435,0.01396826081435,6.376,6.677424,-0.22615384615384637,-0.11756050209205032,28.0,1.0,36.8,6.7039564975459776,119.216,-0.3014239999999999,-0.36900000000000155,0.06805530615909498,0.06805530615909498,-0.46919600000000017,0.030817808769317348,0.030817808769317348,5.569000000000001,6.444196,-0.07096153846153877,-0.07852652719665275,25.8,3.1999999999999993,35.4,3.7031443449794317,101.364,-0.875195999999999
2025-01-14 00:50:00+00:00,28.8,34.0,113.13,2.6,4.528,4.614,4.571,4.571,0.009407131918617403,5.640112,5.685176,5.662644,0.0039790599585635255,4.885335549406829,29.11466445059317,-1.0916440000000005,0.17,15.17,97.92,0.88,-0.7850000000000001,0.0141896938013443,0.0141896938013443,-0.06654000000000071,0.0069510771516502695,0.0069510771516502695,5.356,5.729184000000001,-0.17173485014220088,-0.011750694551873773,32.8,-3.9999999999999964,30.8,4.915133708577269,112.268,-0.37318400000000107,-1.21,0.06348382632762498,0.06348382632762498,-0.6167999999999996,0.030625004379368645,0.030625004379368645,5.781,6.279444,-0.2647123167796981,-0.10892438232034356,29.0,-0.1999999999999993,32.0,3.290941133982649,92.656,-0.4984440000000001,-0.7860000000000005,0.018480492813141722,0.018480492813141722,-0.37738400000000016,0.008588701906679907,0.008588701906679907,5.357,6.040028,-0.17195362065193623,-0.06664448621527332,29.2,-0.3999999999999986,32.6,3.9641014311178395,88.846,-0.6830280000000002,-0.6479999999999997,0.04617742862617362,0.04617742862617362,-0.06371199999999977,0.022053117200537316,0.022053117200537316,5.218999999999999,5.726356,-0.14176329030846635,-0.011251281203621448,32.0,-3.1999999999999993,31.8,5.2588987114980625,113.756,-0.5073560000000006,-0.7390000000000008,0.020338983050847474,0.020338983050847474,-0.45619600000000027,0.009248811866301488,0.009248811866301488,5.3100000000000005,6.1188400000000005,-0.16167140669437777,-0.08056236627271647,28.0,0.8000000000000007,36.0,6.00904441066503,119.066,-0.80884,-0.5430000000000001,0.0003910833007430152,0.009407131918617403,-0.5258919999999998,0.00016934538314068752,0.0039790599585635255,5.114,6.188536,-0.11879238678626125,-0.09287039764463381,26.0,2.8000000000000007,35.4,3.870889311522383,100.586,-1.0745360000000002
2025-01-14 01:00:00+00:00,29.0,34.2,117.77,2.8,5.014,4.7,4.857,4.857,0.032324480131768585,5.877536,5.713,5.795268,0.014195719680263279,5.2110324601396805,28.988967539860322,-0.9382679999999999,0.18,13.946,97.98,0.94,-0.44899999999999984,0.020354315868827678,0.032324480131768585,0.05780399999999908,0.009863591300964982,0.014195719680263279,5.306,5.737464000000001,-0.09244389540868846,0.009974344585962042,32.4,-3.3999999999999986,31.0,4.824031082860909,112.612,-0.43146400000000096,-1.0059999999999993,0.07624083233839325,0.07624083233839325,-0.5788639999999994,0.036746650367453865,0.036746650367453865,5.8629999999999995,6.3741319999999995,-0.2071237389334979,-0.09988563082846201,28.4,0.6000000000000014,32.2,3.012609558262966,92.848,-0.5111319999999999,-0.43100000000000005,0.0052950075642965245,0.032324480131768585,-0.2775639999999999,0.0024160062389343255,0.014195719680263279,5.288,6.072832,-0.08873790405600165,-0.04789493773195647,28.4,0.6000000000000014,32.8,3.5352047598051044,88.458,-0.7848319999999998,-0.6710000000000003,0.07561505065123005,0.07561505065123005,-0.16196400000000022,0.036767411442092474,0.036767411442092474,5.5280000000000005,5.957232,-0.13815112209182628,-0.0279476289966228,31.2,-2.1999999999999993,32.0,4.881684422602554,115.084,-0.42923199999999984,-0.24599999999999955,0.05153831079757004,0.05153831079757004,-0.23234399999999944,0.022863449074027962,0.022863449074027962,5.103,6.0276119999999995,-0.0506485484867201,-0.040092019903134664,27.8,1.1999999999999993,36.2,6.025300124225389,119.83,-0.9246119999999998,-0.649,0.07555394115510351,0.07555394115510351,-0.6676359999999999,0.03372849109316795,0.03372849109316795,5.506,6.462904,-0.13362157710520897,-0.11520364545694865,25.2,3.8000000000000007,35.8,3.53651049328176,100.902,-0.9569039999999998
2025-01-14 01:10:00+00:00,29.0,33.4,123.132,2.9,5.328,5.066,5.197,5.197,0.02520685010583033,6.042072,5.904783999999999,5.973428,0.011491558950739904,4.512964035987878,28.88703596401212,-0.7764280000000001,0.18,13.946,97.98,0.94,-1.1310000000000002,0.026864728192161808,0.026864728192161808,-0.33404399999999956,0.014122932293635239,0.014122932293635239,6.328,6.307472,-0.21762555320377144,-0.05592165838443178,32.0,-3.0,30.6,4.199974189387355,113.892,0.020528000000000546,-1.6469999999999994,0.06282875511396847,0.06282875511396847,-0.9319880000000005,0.03262946070157105,0.03262946070157105,6.843999999999999,6.905416000000001,-0.3169136040023089,-0.15602230411080548,28.2,0.8000000000000007,31.6,2.3374282669167528,93.924,-0.06141600000000125,-1.138,0.04561957379636933,0.04561957379636933,-0.5963120000000002,0.023050531680096846,0.023050531680096846,6.335,6.56974,-0.21897248412545697,-0.0998274357705492,29.0,0.0,32.0,3.290941133982649,89.37,-0.2347400000000004,-1.245,0.027320707854703533,0.027320707854703533,-0.46274000000000015,0.014329023108159988,0.014329023108159988,6.442,6.436168,-0.23956128535693672,-0.07746640622436567,31.2,-2.1999999999999993,31.6,4.529718385390712,116.046,0.005831999999999837,-1.1059999999999999,0.04109154370934481,0.04109154370934481,-0.7174639999999997,0.020283693115955233,0.020283693115955233,6.303,6.690892,-0.21281508562632284,-0.1201092571970399,27.4,1.6000000000000014,36.2,5.70726336599817,121.002,-0.3878919999999999,-0.8419999999999996,0.023017055803941016,0.02520685010583033,-0.7860079999999998,0.010775455230288397,0.011491558950739904,6.039,6.759436,-0.16201654800846635,-0.13158407534166308,25.0,4.0,35.4,3.0203248155430344,101.936,-0.7204360000000003
2025-01-14 01:20:00+00:00,29.0,33.6,140.694,2.8,5.026,4.768,4.897,4.897,0.026342658770675924,5.883824000000001,5.748632000000001,5.816228000000001,0.011621965301222713,4.687496845779005,28.912503154220996,-0.9192280000000004,0.18,13.946,97.98,0.94,-0.6289999999999996,0.035468693449149505,0.035468693449149505,0.015203999999999773,0.017704460453878506,0.017704460453878506,5.526,5.801024000000001,-0.12844598733918716,0.0026140653358155443,33.0,-4.0,30.8,5.0479600046442314,114.998,-0.27502400000000105,-1.3499999999999996,0.015527453177525208,0.026342658770675924,-0.7073999999999998,0.00779137007812212,0.011621965301222713,6.247,6.523628,-0.2756789871349805,-0.12162521826860978,29.0,0.0,31.6,2.94169745151569,94.866,-0.27662800000000054,-0.9770000000000003,0.061287027579162386,0.061287027579162386,-0.5119479999999994,0.02980953753498644,0.02980953753498644,5.8740000000000006,6.328176,-0.1995099040228712,-0.08802062092476419,29.0,0.0,32.2,3.4655472587385674,90.538,-0.45417599999999947,-0.9829999999999997,0.07278911564625849,0.07278911564625849,-0.2564919999999997,0.03693106219288878,0.03693106219288878,5.88,6.07272,-0.2007351439656932,-0.04409937162023217,32.0,-3.0,31.6,5.0824357897545624,117.628,-0.19272000000000045,-0.6920000000000002,0.07353730542136339,0.07353730542136339,-0.44880799999999965,0.034375540699207494,0.034375540699207494,5.589,6.265036,-0.14131100673881972,-0.07716478790033672,28.0,1.0,36.0,6.00904441066503,122.832,-0.6760359999999999,-0.3650000000000002,0.026225769669327315,0.026342658770675924,-0.44985999999999926,0.011540214564493853,0.011621965301222713,5.2620000000000005,6.266088,-0.07453542985501331,-0.07734566113983138,26.0,3.0,35.4,3.870889311522383,103.344,-1.0040879999999994
2025-01-14 01:30:00+00:00,29.4,33.0,127.052,2.9,5.156,5.074,5.115,5.115,0.008015640273704775,5.917464000000001,5.874496000000001,5.895980000000001,0.003643838683306262,4.462210573893106,28.537789426106894,-0.7809800000000005,0.18,13.946,97.98,0.94,-0.5429999999999993,0.0021208907741251345,0.008015640273704775,0.04302800000000051,0.0010743296715913732,0.003643838683306262,5.6579999999999995,5.852952,-0.10615835777126084,0.007297853791905757,33.2,-3.8000000000000043,29.8,4.293950435503348,113.08,-0.19495200000000068,-1.3230000000000004,0.002795899347623522,0.008015640273704775,-0.6932520000000002,0.0014314263027921741,0.003643838683306262,6.438000000000001,6.589232000000001,-0.25865102639296195,-0.11758045312229691,29.4,0.0,31.0,2.7135579660731928,92.366,-0.15123200000000026,-0.9249999999999998,0.010264900662251702,0.010264900662251702,-0.48469999999999924,0.005091620328867816,0.005091620328867816,6.04,6.38068,-0.1808406647116324,-0.08220855565995801,29.4,0.0,32.0,3.5880140699590832,88.642,-0.34067999999999987,-1.3309999999999995,0.031026993484331328,0.031026993484331328,-0.4560839999999997,0.01649857432166923,0.01649857432166923,6.446,6.352064,-0.26021505376344073,-0.07735507922347085,32.2,-2.8000000000000043,31.4,5.042094712398395,115.472,0.09393599999999935,-0.9470000000000001,0.003959089409435833,0.008015640273704775,-0.6169079999999996,0.0019309406211191868,0.003643838683306262,6.062,6.512888,-0.18514173998044967,-0.10463196957927257,28.0,1.3999999999999986,35.8,5.835289654743352,120.468,-0.45088799999999996,-0.45899999999999963,0.0602798708288482,0.0602798708288482,-0.5508359999999994,0.027310225699011762,0.027310225699011762,5.574,6.446816,-0.08973607038123159,-0.09342569004643832,25.8,3.599999999999998,34.8,3.1862673536467447,100.922,-0.8728160000000003
